,Unnamed: 0,Unnamed: 0.1,cik,date,Total Revenue,filenames,Number of customers,MRR,ARR,ARPU,Churn,CRR,MRR Expansion,Number of qualified leads,Penetration Rate,LTV,quater_year,url,year_month,Sales and Marketing,CAC,CAC payback,Gross Margin,quater_year_string,CAC payback period,ASP,LTV : CAC ratio,Total Assets,Total Liabilities Net Minority Interest,debt ratio,Total Equity Gross Minority Interest,Total Debt,Common Stock Equity,Total Capitalization,Shareholder Equity,Private Shareholding,Public Shareholding
69,69,69,1039280,9/29/2021,13421,1039280_0.csv,378753,4473.666667,53684,0.141738811,0.126691553,0.873308447,-0.126691827,0.000368939,0.000368939,1.118770806,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1039280/000149315221028037/Financial_Report.xlsx,2021-09,1620,-0.029483493,-0.000726985,40.55584532,"Q3,2021",-0.061548565,-4.44E-08,-37.94566711,80889,21845,0.270061442,59044,4413,52605,52915,59044,1.11582727,-0.11582727
70,70,70,1039280,6/29/2021,15368,1039280_0.csv,433699,5122.666667,61472,0.141738856,-0.114916053,1.114916053,0.114915844,0.000422462,0.000422462,-1.233412144,"('Q2', '2021')",,2021-06,1791,0.040065321,0.000820528,48.82873503,"Q2,2021",0.06946811,-2.66E-08,-30.78503052,86606,24741,0.285673048,61866,8782,54650,55244,61865,1.119850119,-0.119850119
71,71,71,1039280,3/30/2021,13784,1039280_0.csv,388997,4594.666667,55136,0.141738882,0.084450125,0.915549875,0.050529685,0.000378918,0.000378918,1.67837387,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1039280/000149315221011242/Financial_Report.xlsx,2021-03,1596,-0.044480366,-0.000954268,46.61201393,"Q1,2021",-0.080790952,0.018211658,-37.73291531,88316,27237,0.308403913,61079,9461,53636,54491,61079,1.120900699,-0.120900699
72,72,72,1039280,12/30/2020,13121,1039280_0.csv,424878,4373.666667,52484,0.123527224,,,,0.000434881,0.00043488,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1039280/000149315221023957/Financial_Report.xlsx,2020-12,1558,,,46.04831949,"Q4,2020",,NaN,,85459,24240,0.283644789,61219,12127,53932,55426,61219,1.104517735,-0.104517735
73,73,73,1044777,ttm,214481,1044777_0.csv,10000,71493.66667,857924,85.7924,0.093463875,0.906536125,2.62586851,0.004990832,9.19E-06,917.920431,"('-1', 'ttm')",,2021-ttm,62730,,,66.64226668,"-1,ttm",,64.34266743,,,,,,,,,,,
74,74,74,1044777,12/30/2021,59153,1044777_0.csv,11031,19717.66667,236612,21.44973257,-0.131500667,1.131500667,0.131551764,0.001626099,1.07E-05,-163.11501,"('Q4', '2021')",,2021-12,12880,10.04680187,0.173492474,57.90915085,"Q4,2021",0.097059937,0.000968596,-16.23551575,342271,122491,0.357877238,219780,13105,219780,219780,219780,1,0
75,75,75,1044777,9/29/2021,52276,1044777_0.csv,9749,17425.33333,209104,21.44876398,0,1,-1.91E-05,0.001437052,9.50E-06,inf,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1044777/000155837021014082/Financial_Report.xlsx,2021-09,15474,,,71.58160533,"Q3,2021",,-0.000410298,,341345,110726,0.324381491,230619,2231759,230619,230619,230619,1,0
76,76,76,1044777,6/29/2021,52277,1044777_0.csv,9749,17425.66667,209108,21.44917427,-0.029570176,1.029570176,0.029581487,0.001437079,9.50E-06,-725.3651114,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1044777/000155837021010220/Financial_Report.xlsx,2021-06,15997,57.13214286,0.83410982,68.49474912,"Q2,2021",0.466652828,0.000235632,-12.69627,354328,115683,0.326485629,238645,2231973,238645,238645,238645,1,0
77,77,77,1044777,3/30/2021,50775,1044777_0.csv,9469,16925,203100,21.44893864,0.040628166,0.959371834,-0.040677902,0.00139579,9.22E-06,527.9327292,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1044777/000155837021005697/Financial_Report.xlsx,2021-03,18379,-45.83291771,-0.656408878,69.82373215,"Q1,2021",-0.367239921,-0.001112017,-11.51863673,362477,115997,0.320012028,246480,2231827,246480,246480,246480,1,0
78,78,78,1044777,12/30/2020,52928,1044777_0.csv,9870,17642.66667,211712,21.45005066,,,,0.001754238,1.01E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1044777/000155837021001842/Financial_Report.xlsx,2020-12,16727,,,74.18001814,"Q4,2020",,NaN,,375203,117863,0.314131284,257340,1743763,257340,257340,257340,1,0
79,79,79,1046327,ttm,58183,1046327_0.csv,500,19394.33333,232732,465.464,-0.086956522,1.086956522,3.34136696,0.00135388,4.59E-07,-5352.836,"('-1', 'ttm')",,2021-ttm,22520,,,76.35735524,"-1,ttm",,348.9248696,,,,,,,,,,,
80,80,80,1046327,12/30/2021,13402,1046327_0.csv,460,4467.333333,53608,116.5391304,0.06504065,0.93495935,-0.064889757,0.000368417,4.48E-07,1791.78913,"('Q4', '2021')",,2021-12,4947,-154.59375,-2.068555748,74.73511416,"Q4,2021",-0.212998577,0.018805232,-11.5903077,69308,23235,0.335242685,46073,570694,46065,46073,46073,1,0
81,81,81,1046327,9/29/2021,14332,1046327_0.csv,492,4777.333333,57328,116.5203252,0.016,0.984,-0.015726942,0.000393983,4.79E-07,7282.520325,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1046327/000104632721000042/Financial_Report.xlsx,2021-09,7177,-897.125,-11.46668644,78.23751047,"Q3,2021",-1.180911888,0.032325203,-8.117620538,74879,26569,0.354825786,48310,1026,48302,48310,48310,1,0
82,82,82,1046327,6/29/2021,14561,1046327_0.csv,500,4853.666667,58244,116.488,0.084249084,0.915750916,-0.083522155,0.000400278,4.87E-07,1382.661913,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1046327/000104632721000033/Financial_Report.xlsx,2021-06,5259,-114.326087,-1.514880473,75.46871781,"Q2,2021",-0.156055265,0.092395604,-12.0940194,80450,24625,0.30609074,55825,1114,55817,55825,55825,1,0
83,83,83,1046327,3/30/2021,15888,1046327_0.csv,546,5296,63552,116.3956044,0.097520661,0.902479339,-0.097324016,0.000436756,5.32E-07,1193.548147,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1046327/000162828021010092/Financial_Report.xlsx,2021-03,5137,-87.06779661,-1.133043781,76.84415911,"Q1,2021",-0.116813048,0.025356462,-13.70826176,69278,33287,0.480484425,35991,1515,36351,39261,35991,0.91671124,0.08328876
84,84,84,1046327,12/30/2020,17601,1046327_0.csv,605,5867,70404,116.3702479,,,,0.000583365,6.19E-07,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1046327/000104632721000018/Financial_Report.xlsx,2020-12,5073,,,77.06948469,"Q4,2020",,NaN,,81756,35869,0.438732325,45887,1368,46141,49044,45887,0.935629231,0.064370769
85,85,85,1050446,ttm,510762,1050446_0.csv,4000,170254,2043048,510.762,0.050557797,0.949442203,2.797063525,0.011885096,3.68E-06,10102.53665,"('-1', 'ttm')",,2021-ttm,160141,,,82.00551333,"-1,ttm",,383.0477821,,,,,,,,,,,
86,86,86,1050446,12/30/2021,134515,1050446_0.csv,4213,44838.33333,538060,127.7142179,-0.050885508,1.050885508,0.050947701,0.003697778,4.10E-06,-2509.834802,"('Q4', '2021')",,2021-12,43413,212.8088235,2.590305025,82.15589339,"Q4,2021",0.243384494,0.007557882,-11.79384745,3557124,2578166,0.724789465,978958,1720,978958,3134109,978958,0.31235608,0.68764392
87,87,87,1050446,9/29/2021,127994,1050446_0.csv,4009,42664.66667,511976,127.70666,-0.021141111,1.021141111,0.021084794,0.003518518,3.91E-06,-6040.678882,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1050446/000156459021052646/Financial_Report.xlsx,2021-09,38209,460.3493976,5.575771071,82.56246387,"Q3,2021",0.523929236,-0.0070435,-13.12194371,2986244,2524930,0.845520326,461314,1784,461314,2614348,461314,0.176454703,0.823545297
88,88,88,1050446,6/29/2021,125351,1050446_0.csv,3926,41783.66667,501404,127.7137035,-0.020005196,1.020005196,0.019926445,0.003445862,3.82E-06,-6384.026556,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1050446/000156459021039125/Financial_Report.xlsx,2021-06,40321,523.6493506,6.415604054,81.62120765,"Q2,2021",0.602811183,-0.009861047,-12.19141502,2624359,2546940,0.970499844,77419,1835,77419,2228346,77419,0.034742809,0.965257191
89,89,89,1050446,3/30/2021,122902,1050446_0.csv,3849,40967.33333,491608,127.7235646,0.064186725,0.935813275,-0.064095828,0.00337854,3.75E-06,1989.87508,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1050446/000156459021021949/Financial_Report.xlsx,2021-03,38198,-144.6893939,-1.772006407,81.65286163,"Q1,2021",-0.166485151,0.012404825,-13.7527363,2443079,2078041,0.85058281,365038,3484,365038,2026952,365038,0.180092079,0.819907921
90,90,90,1050446,12/30/2020,131319,1050446_0.csv,4113,43773,525276,127.7111597,,,,0.004352419,4.21E-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1050446/000156459021005783/Financial_Report.xlsx,2020-12,39111,,,84.17213046,"Q4,2020",,NaN,,1465612,912567,0.622652516,553045,3558,553045,1039411,553045,0.532075377,0.467924623
91,91,91,1052054,ttm,27392,1052054_0.csv,100,9130.666667,109568,1095.68,0.00990099,0.99009901,2.927731574,0.000637394,9.19E-08,110663.68,"('-1', 'ttm')",,2021-ttm,5565,,,67.55622079,"-1,ttm",,819.4819802,,,,,,,,,,,
92,92,92,1052054,9/29/2021,6974,1052054_0.csv,101,2324.666667,27896,276.1980198,0.009803922,0.990196078,-0.002859594,0.000191713,9.84E-08,28172.19802,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1052054/000156276221000443/Financial_Report.xlsx,2021-09,1325,-1325,-18.88524423,70.1605965,"Q3,2021",-0.82050889,1.923509998,-21.26203624,19770,9740,0.492665655,10030,23157,10030,10030,10030,1,0
93,93,93,1052054,6/29/2021,6994,1052054_0.csv,102,2331.333333,27976,274.2745098,-0.085106383,1.085106383,0.082662539,0.000192263,9.94E-08,-3222.72549,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1052054/000156276221000340/Financial_Report.xlsx,2021-06,1415,176.875,2.572392909,68.75893623,"Q2,2021",0.112546787,-0.619107217,-18.22035613,21259,11296,0.531351428,9963,23881,9963,9963,9963,1,0
94,94,94,1052054,3/30/2021,6460,1052054_0.csv,94,2153.333333,25840,274.893617,0.069306931,0.930693069,-0.0723722,0.000177584,9.16E-08,3966.322188,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1052054/000156276221000223/Financial_Report.xlsx,2021-03,1341,-191.5714286,-2.932586324,65.3250774,"Q1,2021",-0.128016926,-0.908363177,-20.70414267,20193,11053,0.5473679,9140,24959,9140,9459,9140,0.966275505,0.033724495
95,95,95,1052054,12/30/2020,6964,1052054_0.csv,101,2321.333333,27856,275.8019802,,,,0.000230814,1.03E-07,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1052054/000156276221000123/Financial_Report.xlsx,2020-12,1484,,,65.80987938,"Q4,2020",,NaN,,19076,9386,0.492031873,9690,26132,9690,10009,9690,0.968128684,0.031871316
96,96,96,1054721,ttm,40367,1054721_0.csv,1021920,13455.66667,161468,0.15800454,-2.988930048,3.988930048,3.446684292,0.000939314,0.000939035,-0.052863245,"('-1', 'ttm')",,2021-ttm,0,,,13.41442267,"-1,ttm",,0.016265434,,,,,,,,,,,
97,97,97,1054721,12/30/2021,9078,1054721_0.csv,256189,3026,36312,0.141739107,0.147287312,0.852712688,-0.147285365,0.000249552,0.000249551,0.962330732,"('Q4', '2021')",,2021-12,0,0,0,14.34236616,"Q4,2021",0,3.24E-07,#NAME?,47758,8633,0.180765526,39125,27843,39125,39125,39125,1,0
98,98,98,1054721,9/29/2021,10646,1054721_0.csv,300440,3548.666667,42584,0.141738783,0.002341065,0.997658935,-0.002342798,0.000292655,0.000292655,60.54457566,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1054721/000143774921026155/Financial_Report.xlsx,2021-09,0,0,0,12.4741687,"Q3,2021",0,-2.46E-07,#NAME?,50343,10507,0.208708261,39836,913.248,39836,39836,39836,1,0
99,99,99,1054721,6/29/2021,10671,1054721_0.csv,301145,3557,42684,0.141739029,-0.07009477,1.07009477,0.07009627,0.000293343,0.000293342,-2.022105643,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1054721/000143774921019722/Financial_Report.xlsx,2021-06,0,0,0,11.170462,"Q2,2021",0,1.99E-07,#NAME?,18755,9869,0.526206345,8886,490.216,8886,8886,8886,1,0
100,100,100,1054721,3/30/2021,9972,1054721_0.csv,281419,3324,39888,0.141738831,0.215001004,0.784998996,-0.099268359,0.000274127,0.000274127,0.659247296,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1054721/000143774921012093/Financial_Report.xlsx,2021-03,0,0,0,15.97472924,"Q1,2021",0,0.01821165,#NAME?,19310,11347,0.587622993,7963,705.821,7963,7963,7963,1,0
101,101,101,1054721,12/30/2020,11071,1054721_0.csv,358496,3690.333333,44284,0.12352718,,,,0.000366936,0.000366936,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1054721/000143774921006492/Financial_Report.xlsx,2020-12,0,,,19.91690001,"Q4,2020",,NaN,,22282,13631,0.611749394,8651,754.271,8651,9285,8651,0.931717824,0.068282176
102,102,102,1056696,ttm,663643,1056696_0.csv,900,221214.3333,2654572,2949.524444,0.032258065,0.967741935,2.86977387,0.015442536,8.27E-07,91435.25778,"('-1', 'ttm')",,2021-ttm,57855,,,55.12240768,"-1,ttm",,2211.915842,,,,,,,,,,,
103,103,103,1056696,12/30/2021,171494,1056696_0.csv,930,57164.66667,685976,737.6086022,-0.014176663,1.014176663,0.013647782,0.00471432,9.06E-07,-52029.77601,"('Q4', '2021')",,2021-12,16652,1280.923077,24.44505772,52.40008397,"Q4,2021",0.397691529,-0.384854774,-40.61896998,539708,289064,0.535593321,250644,4269,250644,250644,250644,1,0
104,104,104,1056696,9/29/2021,169185,1056696_0.csv,917,56395,676740,737.9934569,-0.017758047,1.017758047,0.018487304,0.004650846,8.93E-07,-41558.25654,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1056696/000156459021052706/Financial_Report.xlsx,2021-09,14057,878.5625,15.21668235,57.736797,"Q3,2021",0.247427923,0.528418079,-47.30256134,514283,275656,0.536000607,238627,4676,238627,238627,238627,1,0
105,105,105,1056696,6/29/2021,166114,1056696_0.csv,901,55371.33333,664456,737.4650388,-0.06,1.06,0.059062799,0.004566425,8.78E-07,-12291.08398,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1056696/000156459021039189/Financial_Report.xlsx,2021-06,13750,269.6078431,4.690283105,57.48221101,"Q2,2021",0.076320089,-0.652608213,-45.58874786,474997,262547,0.552734017,212450,2263,212450,212450,212450,1,0
106,106,106,1056696,3/30/2021,156850,1056696_0.csv,850,52283.33333,627400,738.1176471,-0.066499373,1.066499373,0.066411933,0.004311761,8.28E-07,-11099.6182,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1056696/000156459021022006/Financial_Report.xlsx,2021-03,13396,252.754717,4.788859982,52.77972585,"Q1,2021",0.077855231,-0.060521072,-43.91458381,458528,253868,0.553658664,204660,2701,204660,204660,204660,1,0
107,107,107,1056696,12/30/2020,147082,1056696_0.csv,797,49027.33333,588328,738.1781681,,,,0.004874865,8.16E-07,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1056696/000156459021004542/Financial_Report.xlsx,2020-12,13562,,,54.56140112,"Q4,2020",,NaN,,465412,246515,0.529670486,218897,2446,218897,218897,218897,1,0
108,108,108,1064722,ttm,6707,1064722_0.csv,169792,2235.666667,26828,0.158005089,-2.011297331,3.011297331,2.356856857,0.000156067,0.000156021,-0.078558792,"('-1', 'ttm')",,2021-ttm,-,,,17.17608469,"-1,ttm",,0.016265264,,,,,,,,,,,
109,109,109,1064722,9/29/2021,1998,1064722_0.csv,56385,666,7992,0.141739824,0.408354494,0.591645506,-0.408350607,5.49E-05,5.49E-05,0.34709995,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1064722/000176031921000039/Financial_Report.xlsx,2021-09,0.085,-2.18E-06,-4.65E-08,46.996997,"Q3,2021",-3.93E-06,9.31E-07,-158918.6911,3276,2297,0.701159951,979.189,675,978.176,1882,979,0.520191286,0.479808714
110,110,110,1064722,6/29/2021,3377,1064722_0.csv,95302,1125.666667,13508,0.141738893,-4.073303167,5.073303167,4.073107124,9.28E-05,9.28E-05,-0.03479704,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1064722/000149315221021218/Financial_Report.xlsx,2021-06,0.04,5.23E-07,-8.10E-08,-6.455433817,"Q2,2021",-6.86E-06,-5.48E-06,-66564.12772,2608,1709,0.655291411,899.277,675,898.264,1356,899,0.662979351,0.337020649
111,111,111,1064722,3/30/2021,665.667,1064722_0.csv,18785,221.889,2662.668,0.141744371,-2.586977277,3.586977277,3.115762724,1.83E-05,1.83E-05,-0.054791502,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1064722/000149315221011707/Financial_Report.xlsx,2021-03,1.649,0.000121715,1.76E-06,69.29155268,"Q1,2021",0.00014871,0.01821105,-450.1608662,1167,720.682,0.617550985,446.696,637.5,446.633,1140,446.318,0.391507018,0.608492982
112,112,112,1064722,12/30/2020,161.736,1064722_0.csv,5237,53.912,646.944,0.123533321,,,,5.36E-06,5.36E-06,,"('Q4', '2020')",,2020-12,-,,,-19.01184647,"Q4,2020",,NaN,,764.767,761.541,0.995781722,3.226,600,2.128,693.665,3.226,0.00465066,0.99534934
113,113,113,1066194,ttm,84534,1066194_0.csv,330,28178,338136,1024.654545,0.083333333,0.916666667,2.660589789,0.001967051,3.03E-07,12295.85455,"('-1', 'ttm')",,2021-ttm,29660,,,74.77464689,"-1,ttm",,768.0656566,,,,,,,,,,,
114,114,114,1066194,12/30/2021,23093,1066194_0.csv,360,7697.666667,92372,256.5888889,-0.077844311,1.077844311,0.076546548,0.00063482,3.51E-07,-3296.180342,"('Q4', '2021')",,2021-12,8155,313.6538462,4.262716731,73.58073875,"Q4,2021",0.199356258,-0.309314704,-10.50897473,110328,57664,0.522659706,52664,157986,52664,52664,52664,1,0
115,115,115,1066194,9/29/2021,21451,1066194_0.csv,334,7150.333333,85804,256.8982036,-0.056962025,1.056962025,0.059413275,0.000589682,3.25E-07,-4509.990685,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1066194/000155837021015782/Financial_Report.xlsx,2021-09,7404,411.3333333,5.462459811,75.30185073,"Q3,2021",0.255157556,0.594406124,-10.96432095,109143,60115,0.550791164,49028,157996,49028,49028,49028,1,0
116,116,116,1066194,6/29/2021,20248,1066194_0.csv,316,6749.333333,80992,256.3037975,-0.025974026,1.025974026,0.025578686,0.000556612,3.08E-07,-9867.696203,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1066194/000155837021012388/Financial_Report.xlsx,2021-06,7175,896.875,11.97094595,74.92097985,"Q2,2021",0.560472973,-0.098799934,-11.00230935,114563,68502,0.597941744,46061,162653,46061,46061,46061,1,0
117,117,117,1066194,3/30/2021,19743,1066194_0.csv,308,6581,78972,256.4025974,-0.026666667,1.026666667,0.026516924,0.000542729,3.00E-07,-9615.097403,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1066194/000155837021007258/Financial_Report.xlsx,2021-03,6927,865.875,11.4754448,75.4545915,"Q1,2021",0.537066859,-0.037402597,-11.10448668,93180,50591,0.542938399,42589,157828,42589,42589,42589,1,0
118,118,118,1066194,12/30/2020,19233,1066194_0.csv,300,6411,76932,256.44,,,,0.000637456,3.07E-07,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1066194/000155837021000962/Financial_Report.xlsx,2020-12,6266,,,75.50564135,"Q4,2020",,NaN,,93951,53153,0.56575236,40798,150133,40798,40798,40798,1,0
119,119,119,1066684,ttm,0,1066684_0.csv,1300000,0,0,0,#NAME?,inf,,0,0.001194561,0,"('-1', 'ttm')",,2021-ttm,0,,,57.68238576,"-1,ttm",,,,,,,,,,,,,
120,120,120,1066684,9/29/2021,0,1066684_0.csv,0,0,0,,,,,0,0,,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1066684/000141057821000142/Financial_Report.xlsx,2021-09,0,,,56.7797992,"Q3,2021",,,,1.561,845.219,541.4599616,843.658,5790,843.658,843.658,-843.658,-1,2
121,121,121,1066684,6/29/2021,0,1066684_0.csv,0,0,0,,,,,0,0,,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1066684/000110465921101993/Financial_Report.xlsx,2021-06,0,,,57.6708062,"Q2,2021",,,,35.795,829.491,23.17337617,793.696,5560,793.696,793.696,-793.696,-1,2
122,122,122,1066684,3/30/2021,0,1066684_0.csv,0,0,0,,,,,0,0,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1066684/000110465921066660/Financial_Report.xlsx,2021-03,0,,,57.81018431,"Q1,2021",,,,25.604,776.569,30.3299875,750.965,4182,750.965,750.965,-750.965,-1,2
123,123,123,1066684,12/30/2020,0,1066684_0.csv,0,0,0,,,,,0,0,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1066684/000110465921042359/Financial_Report.xlsx,2020-12,0,,,58.52669893,"Q4,2020",,NaN,,7.624,714.901,93.76980588,707.277,5098,707.277,707.277,-707.277,-1,2
124,124,124,1073349,ttm,495406,1073349_0.csv,12541565,165135.3333,1981624,0.158004523,-2.450709302,3.450709302,2.84670813,0.011527772,0.011524356,-0.064472977,"('-1', 'ttm')",,2021-ttm,133372,,,58.40688133,"-1,ttm",,0.016265753,,,,,,,,,,,
125,125,125,1073349,12/30/2021,128787,1073349_0.csv,3634489,42929,515148,0.14173877,-0.041923911,1.041923911,0.04192387,0.003540317,0.003540317,-3.380857492,"('Q4', '2021')",,2021-12,34655,0.236971848,0.003909111,60.62039958,"Q4,2021",0.33095622,-5.57E-09,-14.26691619,767696,356568,0.464465101,411128,1171491,411128,541128,411128,0.759761092,0.240238908
126,126,126,1073349,9/29/2021,123605,1073349_0.csv,3488248,41201.66667,494420,0.141738775,-0.012085555,1.012085555,0.012085582,0.003397865,0.003397865,-11.72794961,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1073349/000107334921000132/Financial_Report.xlsx,2021-09,33814,0.811782782,0.013442105,60.39104383,"Q3,2021",1.138046137,3.79E-09,-14.44715245,788027,347288,0.440705712,440739,1794908,440739,570739,440739,0.772225133,0.227774867
127,127,127,1073349,6/29/2021,122129,1073349_0.csv,3446594,40709.66667,488516,0.141738772,-0.01029082,1.01029082,0.010290772,0.003357291,0.00335729,-13.7733209,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1073349/000107334921000114/Financial_Report.xlsx,2021-06,33378,0.950750563,0.015251842,62.33676976,"Q2,2021",1.291263511,-6.76E-09,-14.48678701,815728,359494,0.440703274,456234,1704431,456234,586234,456234,0.778245547,0.221754453
128,128,128,1073349,3/30/2021,120885,1073349_0.csv,3411487,40295,483540,0.141738778,0.091973833,0.908026167,0.041896504,0.003323093,0.003323093,1.541077222,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1073349/000107334921000066/Financial_Report.xlsx,2021-03,31525,-0.091231634,-0.00149779,60.91081594,"Q1,2021",-0.126807108,0.018211615,-16.89191731,821962,382480,0.465325648,439482,1697126,439482,569482,439482,0.771722372,0.228277628
129,129,129,1073349,12/30/2020,116024,1073349_0.csv,3757036,38674.66667,464096,0.123527163,,,,0.003845483,0.003845482,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1073349/000107334921000028/Financial_Report.xlsx,2020-12,29237,,,58.7537092,"Q4,2020",,NaN,,778636,345649,0.443916028,432987,1710409,432987,562987,432987,0.769088807,0.230911193
